,sale_date,neighborhood
14356,2011-10-12,Buena Vista
14357,2011-08-03,Noe Valley
14358,2012-12-20,Noe Valley
14359,2014-04-11,Noe Valley
14360,2018-07-27,Noe Valley
14361,2011-10-04,Crocker Amazon
14362,2015-12-02,Crocker Amazon
14363,2016-08-02,Crocker Amazon
14364,2012-10-16,Noe Valley
14365,2011-07-21,Mission Terrace
14366,2016-10-28,Glen Park
14367,2009-07-23,Pacific Heights
14368,2009-06-12,Excelsior
14369,2009-09-29,Mission Terrace
14370,2017-08-11,Noe Valley
14371,2012-02-29,Noe Valley
14372,2013-04-10,Noe Valley
14373,2011-10-26,Glen Park
14374,2015-02-02,Glen Park
14375,2010-05-19,Pacific Heights
14376,2016-11-10,Pacific Heights
14377,2017-11-01,Mission Terrace
14378,2016-05-06,Pacific Heights
14379,2016-10-08,Noe Valley
14380,2015-03-09,Noe Valley
14381,2018-08-17,Pacific Heights
14382,2012-05-25,Excelsior
14383,2011-08-20,Mission Terrace
14384,2011-07-12,Mission Terrace
14385,2009-06-26,Noe Valley
14386,2012-08-22,Excelsior
14387,2013-01-10,Excelsior
14388,2016-09-30,Cayuga
14389,2012-12-17,Mission Terrace
14390,2014-02-21,Lower Pacific Heights
14391,2017-06-05,Lower Pacific Heights
14392,2016-03-03,Lower Pacific Heights
14393,2014-04-30,Lower Pacific Heights
14394,2016-12-22,Crocker Amazon
14395,2017-12-19,Excelsior
14396,2010-08-16,Excelsior
14397,2013-05-29,Pacific Heights
14398,2010-07-08,Mission Terrace
14399,2011-02-02,Mission Terrace
14400,2013-04-18,Noe Valley
14401,2017-01-25,Noe Valley
14402,2018-10-31,Noe Valley
14403,2010-10-18,Noe Valley
14404,2012-07-23,Noe Valley
14405,2011-05-19,Noe Valley
14406,2013-08-28,Corona Heights
14407,2012-10-01,Pacific Heights
14408,2011-05-04,Mission Terrace
14409,2014-04-28,Crocker Amazon
14410,2016-09-26,Excelsior
14411,2010-06-17,Noe Valley
14412,2017-07-18,Pacific Heights
14413,2010-06-03,Excelsior
14414,2015-07-28,Mission Terrace
14415,2012-12-12,Glen Park
14416,2014-05-22,Glen Park
14417,2013-03-15,Excelsior
14418,2015-07-07,Noe Valley
14419,2014-04-22,Noe Valley
14420,2011-05-04,Noe Valley
14421,2014-10-03,Noe Valley
14422,2013-05-07,Eureka Valley
14423,2013-12-27,Marina
14424,2013-05-24,Marina
14425,2011-12-23,Mission Terrace
14426,2015-03-25,Mission Terrace
14427,2014-06-27,Excelsior
14428,2013-04-03,Diamond Heights
14429,2011-01-04,Excelsior
14430,2011-11-01,Glen Park
14431,2014-06-11,Corona Heights
14432,2009-07-09,Corona Heights
14433,2010-02-26,Union Street
14434,2010-04-22,Union Street
14435,2015-05-26,Glen Park
14436,2010-12-03,Diamond Heights
14437,2013-02-14,Noe Valley
14438,2012-10-17,Noe Valley
14439,2011-01-26,Excelsior
14440,2009-06-19,Union Street
14441,2018-06-01,Union Street
14442,2012-03-06,Mission Terrace
14443,2011-05-27,Pacific Heights
14444,2013-10-16,Pacific Heights
14445,2013-02-08,Sunnyside
14446,2011-04-06,Corona Heights
14447,2012-04-03,Pacific Heights
14448,2013-11-22,Mission Terrace
14449,2016-05-04,Sunnyside
14450,2010-01-15,Glen Park
14451,2013-05-31,Marina
14452,2009-05-19,Mission Terrace
14453,2012-11-20,Glen Park
14454,2014-02-28,Excelsior
14455,2012-02-09,Mission Terrace
14456,2011-03-22,Glen Park
14457,2016-12-14,Glen Park
14458,2018-06-05,Excelsior
14459,2015-02-13,Glen Park
14460,2009-06-23,Noe Valley
14461,2015-04-14,Noe Valley
14462,2016-11-10,Noe Valley
14463,2012-10-16,Noe Valley
14464,2018-06-27,Noe Valley
14465,2011-07-06,Glen Park
14466,2013-10-07,Excelsior
14467,2013-10-18,Glen Park
14468,2012-08-09,Glen Park
14469,2009-02-27,Diamond Heights
14470,2018-06-27,Noe Valley
14471,2010-07-27,Mission Terrace
14472,2013-11-01,Mission Terrace
14473,2014-01-02,Glen Park
14474,2011-04-15,Castro
14475,2018-10-24,Castro
14476,2017-12-29,Noe Valley
14477,2014-10-17,Noe Valley
14478,2015-05-12,Noe Valley
14479,2017-06-09,Noe Valley
14480,2012-04-02,Glen Park
14481,2015-07-24,Mission Terrace
14482,2010-01-08,Noe Valley
14483,2015-11-24,Noe Valley
14484,2015-08-20,Crocker Amazon
14485,2015-07-31,Glen Park
14486,2012-08-07,Pacific Heights
14487,2012-12-31,Glen Park
14488,2015-09-18,Noe Valley
14489,2012-08-03,Excelsior
14490,2010-02-26,Mission Terrace
14491,2009-10-30,Mission Terrace
14492,2013-11-14,Glen Park
14493,2016-06-20,Noe Valley
14494,2011-09-23,Eureka Valley
14495,2009-05-15,Castro
14496,2011-07-20,Buena Vista
14497,2016-03-31,Crocker Amazon
14498,2018-08-13,Crocker Amazon
14499,2012-06-08,Crocker Amazon
14500,2009-05-29,Noe Valley
14501,2010-03-26,Noe Valley
14502,2018-11-30,Pacific Heights
14503,2011-09-09,Excelsior
14504,2016-10-24,Excelsior
14505,2013-08-12,Diamond Heights
14506,2017-04-06,Diamond Heights
14507,2013-10-11,Noe Valley
14508,2010-10-13,Noe Valley
14509,2010-08-13,Noe Valley
14510,2012-09-06,Crocker Amazon
14511,2016-03-22,Mission Terrace
14512,2018-11-21,Excelsior
14513,2014-11-14,Noe Valley
14514,2017-11-03,Noe Valley
14515,2012-11-27,Eureka Valley
14516,2018-03-14,Eureka Valley
14517,2018-01-31,Pacific Heights
14518,2012-02-03,Marina
14519,2016-04-28,Buena Vista
14520,2013-07-23,Sunnyside
14521,2012-03-08,Noe Valley
14522,2014-11-24,Noe Valley
14523,2018-06-01,Noe Valley
14524,2012-08-31,Crocker Amazon
14525,2015-09-03,Mission Terrace
14526,2018-11-16,Buena Vista
14527,2014-12-05,Mission Terrace
14528,2018-12-31,Mission Terrace
14529,2017-08-25,Noe Valley
14530,2012-07-12,Crocker Amazon
14531,2011-04-01,Mission Terrace
14532,2015-02-13,Sunnyside
14533,2010-10-19,Eureka Valley
14534,2009-05-20,Pacific Heights
14535,2014-07-30,Pacific Heights
14536,2016-07-06,Glen Park
14537,2017-07-24,Glen Park
14538,2018-11-16,Noe Valley
14539,2015-05-29,Marina
14540,2013-10-17,Excelsior
14541,2012-10-25,Mission Terrace
14542,2017-08-14,Corona Heights
14543,2014-06-24,Crocker Amazon
14544,2013-03-13,Noe Valley
14545,2017-03-29,Alamo Square
14546,2017-10-06,Pacific Heights
14547,2013-11-22,Mission Terrace
14548,2011-03-22,Noe Valley
14549,2013-02-12,Noe Valley
14550,2016-03-30,Noe Valley
14551,2012-07-30,Corona Heights
14552,2010-06-07,Lower Pacific Heights
14553,2013-04-03,Eureka Valley
14554,2017-10-24,Mission Terrace
14555,2010-03-31,Eureka Valley
14556,2018-10-30,Eureka Valley
14557,2009-05-08,Pacific Heights
14558,2018-04-03,Union Street
14559,2014-05-28,Eureka Valley
14560,2015-04-22,Alamo Square
14561,2018-08-21,Lower Pacific Heights
14562,2012-12-11,Mission Terrace
14563,2013-06-14,Mission Terrace
14564,2009-04-30,Noe Valley
14565,2012-11-07,Noe Valley
14566,2015-04-22,Noe Valley
14567,2012-06-29,Eureka Valley
14568,2014-03-18,Eureka Valley
14569,2012-03-14,Excelsior
14570,2016-11-23,Excelsior
14571,2016-07-28,Glen Park
14572,2012-06-25,Noe Valley
14573,2017-08-21,Noe Valley
14574,2010-04-13,Noe Valley
14575,2014-12-09,Noe Valley
14576,2012-09-19,Marina
14577,2010-10-29,Crocker Amazon
14578,2015-04-10,Crocker Amazon
14579,2011-01-21,Excelsior
14580,2016-08-19,Glen Park
14581,2012-12-21,Noe Valley
14582,2014-06-06,Noe Valley
14583,2017-10-06,Noe Valley
14584,2017-04-12,Noe Valley
14585,2017-10-27,Excelsior
14586,2010-09-22,Excelsior
14587,2010-09-03,Glen Park
14588,2013-04-26,Eureka Valley
14589,2010-11-17,Pacific Heights
14590,2016-08-04,Excelsior
14591,2018-08-21,Mission Terrace
14592,2016-08-18,Buena Vista
14593,2010-04-26,Pacific Heights
14594,2012-02-16,Excelsior
14595,2018-10-24,Excelsior
14596,2013-07-18,Excelsior
14597,2011-06-17,Noe Valley
14598,2012-03-27,Noe Valley
14599,2009-10-29,Noe Valley
14600,2013-12-18,Noe Valley
14601,2010-11-12,Noe Valley
14602,2012-08-31,Noe Valley
14603,2011-10-14,Corona Heights
14604,2010-08-27,Lower Haight
14605,2018-11-30,Excelsior
14606,2016-08-30,Excelsior
14607,2010-11-18,Glen Park
14608,2013-06-21,Noe Valley
14609,2013-05-29,Eureka Valley
14610,2016-05-06,Pacific Heights
14611,2016-10-28,Pacific Heights
14612,2010-12-01,Crocker Amazon
14613,2018-09-12,Excelsior
14614,2015-03-17,Excelsior
14615,2010-05-07,Mission Terrace
14616,2009-02-06,Noe Valley
14617,2012-09-07,Crocker Amazon
14618,2009-11-03,Glen Park
14619,2017-07-19,Glen Park
14620,2018-10-10,Noe Valley
14621,2009-05-19,Noe Valley
14622,2009-05-07,Noe Valley
14623,2018-07-31,Eureka Valley
14624,2013-07-31,Eureka Valley
14625,2012-11-21,Eureka Valley
14626,2012-03-01,Pacific Heights
14627,2010-11-30,Pacific Heights
14628,2012-09-13,Glen Park
14629,2017-05-18,Glen Park
14630,2012-08-22,Excelsior
14631,2015-09-18,Mission Terrace
14632,2010-01-28,Western Addition
14633,2016-10-20,Lower Haight
14634,2009-03-12,Glen Park
14635,2012-10-31,Pacific Heights
14636,2016-07-01,Pacific Heights
14637,2013-11-27,Diamond Heights
14638,2018-11-06,Diamond Heights
14639,2010-10-15,Diamond Heights
14640,2011-11-08,Diamond Heights
14641,2012-11-30,Marina
14642,2015-12-17,Excelsior
14643,2010-10-14,Diamond Heights
14644,2016-06-17,Noe Valley
14645,2016-07-29,Noe Valley
14646,2017-11-14,Diamond Heights
14647,2011-08-05,Noe Valley
14648,2015-03-03,Noe Valley
14649,2014-10-31,Noe Valley
14650,2010-03-26,Pacific Heights
14651,2011-02-15,Excelsior
14652,2015-06-01,Mission Terrace
14653,2017-03-01,Noe Valley
14654,2012-08-31,Excelsior
14655,2011-07-05,Mission Terrace
14656,2013-10-25,Glen Park
14657,2011-10-28,Sunnyside
14658,2012-05-18,Noe Valley
14659,2018-02-20,Excelsior
14660,2014-07-31,Diamond Heights
14661,2015-01-05,Eureka Valley
14662,2017-12-28,Eureka Valley
14663,2014-01-31,Lower Haight
14664,2017-07-11,Lower Haight
14665,2018-04-13,Pacific Heights
14666,2010-05-21,Excelsior
14667,2017-09-08,Glen Park
14668,2014-11-19,Diamond Heights
14669,2014-09-30,Diamond Heights
14670,2014-08-06,Noe Valley
14671,2014-03-13,Excelsior
14672,2015-11-05,Excelsior
14673,2014-03-28,Mission Terrace
14674,2015-12-04,Excelsior
14675,2011-09-27,Noe Valley
14676,2016-06-23,Noe Valley
14677,2012-10-12,Glen Park
14678,2017-05-26,Glen Park
14679,2015-01-29,Western Addition
14680,2018-06-06,Glen Park
14681,2014-01-15,Noe Valley
14682,2013-11-27,Noe Valley
14683,2009-10-07,Duboce Triangle
14684,2012-09-28,Crocker Amazon
14685,2014-10-15,Excelsior
14686,2010-08-11,Mission Terrace
14687,2017-11-08,Fairmount
14688,2013-06-11,Fairmount
14689,2018-10-30,Fairmount
14690,2013-08-28,Noe Valley
14691,2011-05-02,Noe Valley
14692,2018-02-27,Noe Valley
14693,2012-01-31,Noe Valley
14694,2013-07-23,Eureka Valley
14695,2017-08-03,Lower Pacific Heights
14696,2009-06-11,Pacific Heights
14697,2013-11-08,Pacific Heights
14698,2009-04-16,Crocker Amazon
14699,2017-05-26,Crocker Amazon
14700,2016-08-05,Excelsior
14701,2016-09-16,Eureka Valley
14702,2015-08-13,Western Addition
14703,2011-11-08,Lower Haight
14704,2017-10-27,Lower Haight
14705,2013-05-08,Crocker Amazon
14706,2018-06-11,Noe Valley
14707,2014-12-18,Duboce Triangle
14708,2012-10-04,Excelsior
14709,2013-03-29,Excelsior
14710,2013-01-09,Mission Terrace
14711,2009-08-06,Mission Terrace
14712,2009-09-18,Fairmount
14713,2010-04-14,Glen Park
14714,2012-03-13,Fairmount
14715,2016-03-24,Fairmount
14716,2009-07-10,Corona Heights
14717,2016-03-18,Mission Terrace
14718,2018-11-13,Glen Park
14719,2010-08-13,Fairmount
14720,2009-07-31,Glen Park
14721,2015-12-30,Fairmount
14722,2012-03-13,Noe Valley
14723,2009-12-17,Noe Valley
14724,2011-06-27,Crocker Amazon
14725,2012-04-20,Glen Park
14726,2016-08-25,Glen Park
14727,2011-06-15,Crocker Amazon
14728,2015-09-29,Crocker Amazon
14729,2011-10-04,Fairmount
14730,2011-06-07,Crocker Amazon
14731,2011-05-17,Pacific Heights
14732,2013-09-26,Noe Valley
14733,2014-08-22,Noe Valley
14734,2012-10-05,Excelsior
14735,2013-11-27,Mission Terrace
14736,2010-08-23,Glen Park
14737,2012-10-25,Mission Terrace
14738,2015-07-24,Noe Valley
14739,2012-06-29,Crocker Amazon
14740,2014-02-19,Duboce Triangle
14741,2016-08-31,Duboce Triangle
14742,2013-10-04,Crocker Amazon
14743,2011-03-29,Mission Terrace
14744,2009-06-01,Glen Park
14745,2013-07-22,Glen Park
14746,2011-08-26,Glen Park
14747,2014-07-24,Western Addition
14748,2013-05-20,Excelsior
14749,2015-11-06,Noe Valley
14750,2012-07-19,Noe Valley
14751,2013-12-23,Crocker Amazon
14752,2014-09-25,Crocker Amazon
14753,2015-11-23,Corona Heights
14754,2010-05-25,Pacific Heights
14755,2011-04-01,Duboce Triangle
14756,2011-08-12,Noe Valley
14757,2010-04-19,Noe Valley
14758,2018-02-16,Noe Valley
14759,2017-10-05,Duboce Triangle
14760,2009-07-28,Duboce Triangle
14761,2014-10-17,Noe Valley
14762,2017-01-30,Union Street
14763,2012-11-27,Mission Terrace
14764,2012-06-22,Crocker Amazon
14765,2014-11-25,Glen Park
14766,2017-05-01,Glen Park
14767,2017-02-07,Mission Terrace
14768,2016-07-22,Noe Valley
14769,2015-07-08,Glen Park
14770,2017-12-12,Glen Park
14771,2009-07-10,Noe Valley
14772,2011-02-23,Noe Valley
14773,2011-09-02,Mission Terrace
14774,2015-07-02,Mission Terrace
14775,2016-06-24,Mission Terrace
14776,2009-09-04,Glen Park
14777,2018-04-12,Glen Park
14778,2009-12-01,Noe Valley
14779,2010-11-24,Crocker Amazon
14780,2015-07-27,Glen Park
14781,2015-04-30,Noe Valley
14782,2015-06-29,Excelsior
14783,2010-06-02,Noe Valley
14784,2010-03-12,Noe Valley
14785,2015-06-30,Noe Valley
14786,2017-06-27,Excelsior
14787,2016-10-13,Duboce Triangle
14788,2018-11-19,Crocker Amazon
14789,2011-06-14,Glen Park
14790,2014-01-31,Crocker Amazon
14791,2015-08-19,Mission Terrace
14792,2018-12-24,Noe Valley
14793,2012-04-01,Noe Valley
14794,2018-12-14,Noe Valley
14795,2010-03-10,Crocker Amazon
14796,2013-09-13,Crocker Amazon
14797,2013-02-28,Duboce Triangle
14798,2012-09-28,Excelsior
14799,2014-10-03,Excelsior
14800,2018-04-18,Mission Terrace
14801,2011-05-10,Noe Valley
14802,2017-04-14,Noe Valley
14803,2010-09-02,Pacific Heights
14804,2010-04-04,Pacific Heights
14805,2018-11-28,Crocker Amazon
14806,2011-10-14,Noe Valley
14807,2011-11-29,Noe Valley
14808,2010-11-30,Excelsior
14809,2011-06-07,Crocker Amazon
14810,2018-12-04,Glen Park
14811,2011-06-17,Excelsior
14812,2011-08-30,Excelsior
14813,2017-08-22,Noe Valley
14814,2012-11-07,Glen Park
14815,2015-07-14,Noe Valley
14816,2009-07-21,Pacific Heights
14817,2014-10-31,Mission Terrace
14818,2012-08-20,Noe Valley
14819,2010-07-21,Excelsior
14820,2016-08-22,Excelsior
14821,2013-02-15,Glen Park
14822,2009-06-09,Noe Valley
14823,2013-01-22,Excelsior
14824,2013-06-13,Noe Valley
14825,2013-11-22,Duboce Triangle
14826,2016-02-12,Duboce Triangle
14827,2014-07-23,Excelsior
14828,2017-05-19,Excelsior
14829,2012-12-06,Mission Terrace
14830,2014-03-27,Mission Terrace
14831,2016-04-05,Noe Valley
14832,2010-12-30,Crocker Amazon
14833,2015-10-14,Noe Valley
14834,2012-05-16,Noe Valley
14835,2016-02-17,Noe Valley
14836,2011-02-24,Mission Terrace
14837,2014-06-18,Noe Valley
14838,2013-06-14,Pacific Heights
14839,2014-03-20,Excelsior
14840,2014-05-29,Excelsior
14841,2010-04-02,Noe Valley
14842,2017-08-24,Noe Valley
14843,2013-08-01,Eureka Valley
14844,2009-10-30,Duboce Triangle
14845,2012-07-25,Excelsior
14846,2016-10-06,Eureka Valley
14847,2017-06-09,Eureka Valley
14848,2010-08-17,Pacific Heights
14849,2013-11-08,Pacific Heights
14850,2016-07-21,Pacific Heights
14851,2015-07-07,Noe Valley
14852,2014-07-25,Noe Valley
14853,2017-05-22,Noe Valley
14854,2012-12-31,Glen Park
14855,2016-06-07,Glen Park
14856,2015-10-27,Noe Valley
14857,2016-07-29,Noe Valley
14858,2012-01-27,Marina
14859,2016-04-08,Marina
14860,2017-05-11,Marina
14861,2013-04-05,Noe Valley
14862,2017-06-08,Excelsior
14863,2009-07-24,Excelsior
14864,2016-08-26,Noe Valley
14865,2018-05-02,Noe Valley
14866,2015-05-13,Mission Terrace
14867,2014-06-30,Mission Terrace
14868,2013-07-16,Duboce Triangle
14869,2015-09-02,Excelsior
14870,2010-03-17,Mission Terrace
14871,2016-11-30,Noe Valley
14872,2011-07-08,Eureka Valley
14873,2009-07-31,Crocker Amazon
14874,2015-02-11,Glen Park
14875,2009-02-27,Alamo Square
14876,2010-02-26,Excelsior
14877,2018-08-31,Excelsior
14878,2009-03-13,Crocker Amazon
14879,2010-06-21,Excelsior
14880,2011-09-30,Pacific Heights
14881,2017-05-10,Fairmount
14882,2014-07-21,Crocker Amazon
14883,2011-06-01,Excelsior
14884,2009-10-22,Glen Park
14885,2012-11-08,Excelsior
14886,2013-02-20,Excelsior
14887,2015-07-27,Noe Valley
14888,2017-11-09,Noe Valley
14889,2014-11-06,Excelsior
14890,2017-06-30,Noe Valley
14891,2011-07-15,Mission Terrace
14892,2014-06-20,Crocker Amazon
14893,2010-05-25,Excelsior
14894,2013-09-20,Mission Terrace
14895,2018-01-18,Glen Park
14896,2010-11-12,Glen Park
14897,2013-07-19,Excelsior
14898,2012-05-22,Noe Valley
14899,2013-02-08,Noe Valley
14900,2018-12-04,Noe Valley
14901,2014-04-09,Mission Terrace
14902,2018-05-01,Mission Terrace
14903,2015-08-21,Excelsior
14904,2011-01-09,Excelsior
14905,2012-02-07,Excelsior
14906,2011-01-21,Duboce Triangle
14907,2018-01-24,Crocker Amazon
14908,2015-09-25,Mission Terrace
14909,2011-05-25,Mission Terrace
14910,2015-11-18,Noe Valley
14911,2013-08-08,Noe Valley
14912,2011-02-15,Eureka Valley
14913,2011-12-07,Excelsior
14914,2013-08-16,Noe Valley
14915,2016-09-09,Noe Valley
14916,2013-04-04,Excelsior
14917,2009-02-18,Noe Valley
14918,2016-02-23,Noe Valley
14919,2014-02-05,Crocker Amazon
14920,2013-06-28,Noe Valley
14921,2015-03-10,Noe Valley
14922,2017-10-06,Noe Valley
14923,2013-05-01,Pacific Heights
14924,2012-02-01,Mission Terrace
14925,2016-11-28,Glen Park
14926,2018-03-09,Duboce Triangle
14927,2010-04-01,Crocker Amazon
14928,2015-03-24,Excelsior
14929,2018-10-31,Excelsior
14930,2014-01-31,Glen Park
14931,2016-04-01,Noe Valley
14932,2017-06-12,Eureka Valley
14933,2012-06-28,Duboce Triangle
14934,2011-05-17,Excelsior
14935,2010-04-20,Mission Terrace
14936,2011-02-18,Mission Terrace
14937,2016-11-23,Glen Park
14938,2018-07-02,Glen Park
14939,2009-12-11,Glen Park
14940,2012-11-16,Noe Valley
14941,2018-02-14,Noe Valley
14942,2013-05-31,Excelsior
14943,2012-03-29,Noe Valley
14944,2011-11-22,Noe Valley
14945,2018-03-06,Noe Valley
14946,2011-03-25,Excelsior
14947,2014-02-11,Glen Park
14948,2015-11-30,Glen Park
14949,2018-06-07,Crocker Amazon
14950,2011-08-12,Excelsior
14951,2017-08-30,Glen Park
14952,2014-04-02,Glen Park
14953,2010-03-19,Glen Park
14954,2014-02-12,Eureka Valley
14955,2011-01-14,Eureka Valley
14956,2015-09-24,Eureka Valley
14957,2012-12-28,Excelsior
14958,2012-09-06,Mission Terrace
14959,2016-10-06,Noe Valley
14960,2015-08-12,Excelsior
14961,2016-11-16,Eureka Valley
14962,2016-03-30,Mission Terrace
14963,2012-12-21,Glen Park
14964,2014-07-10,Glen Park
14965,2018-03-19,Duboce Triangle
14966,2014-02-26,Noe Valley
14967,2016-03-17,Eureka Valley
14968,2010-09-17,Excelsior
14969,2015-06-22,Mission Terrace
14970,2010-09-28,Pacific Heights
14971,2015-03-31,Pacific Heights
14972,2015-02-23,Excelsior
14973,2014-04-25,Glen Park
14974,2009-10-30,Fairmount
14975,2014-12-09,Eureka Valley
14976,2011-11-16,Mission Terrace
14977,2016-11-22,Noe Valley
14978,2013-04-19,Noe Valley
14979,2018-03-27,Pacific Heights
14980,2010-02-01,Union Street
14981,2016-02-23,Union Street
14982,2014-12-02,Noe Valley
14983,2013-01-17,Noe Valley
14984,2012-11-14,Eureka Valley
14985,2012-12-14,Glen Park
14986,2013-11-20,Noe Valley
14987,2016-05-06,Excelsior
14988,2017-05-03,Excelsior
14989,2014-04-21,Excelsior
14990,2013-04-26,Noe Valley
14991,2014-05-09,Marina
14992,2018-04-26,Eureka Valley
14993,2012-06-08,Fairmount
14994,2015-01-07,Fairmount
14995,2011-02-28,Eureka Valley
14996,2012-03-22,Excelsior
14997,2009-03-20,Glen Park
14998,2016-10-28,Glen Park
14999,2011-10-24,Fairmount
15000,2009-07-30,Mission Terrace
15001,2009-06-09,Noe Valley
15002,2010-08-10,Marina
15003,2017-10-18,Marina
15004,2017-07-14,Marina
15005,2013-08-12,Crocker Amazon
15006,2014-09-11,Crocker Amazon
15007,2017-11-02,Glen Park
15008,2013-08-13,Fairmount
15009,2009-09-08,Mission Terrace
15010,2011-09-02,Noe Valley
15011,2014-11-26,Noe Valley
15012,2016-12-05,Noe Valley
15013,2015-04-08,Marina
15014,2010-12-31,Western Addition
15015,2014-11-14,Marina
15016,2017-07-13,Excelsior
15017,2009-09-11,Noe Valley
15018,2013-10-31,Noe Valley
15019,2015-06-08,Eureka Valley
15020,2016-12-30,Eureka Valley
15021,2009-05-26,Noe Valley
15022,2011-09-16,Noe Valley
15023,2016-02-11,Noe Valley
15024,2011-05-19,Eureka Valley
15025,2009-12-18,Excelsior
15026,2009-11-24,Mission Terrace
15027,2016-03-03,Noe Valley
15028,2018-05-15,Crocker Amazon
15029,2009-03-18,Excelsior
15030,2010-06-10,Excelsior
15031,2018-11-06,Noe Valley
15032,2009-11-04,Noe Valley
15033,2013-01-30,Eureka Valley
15034,2011-03-02,Noe Valley
15035,2015-12-23,Noe Valley
15036,2013-11-22,Mission Terrace
15037,2015-02-17,Eureka Valley
15038,2016-04-29,Union Street
15039,2010-12-17,Fairmount
15040,2010-06-25,Noe Valley
15041,2013-05-16,Noe Valley
15042,2011-07-06,Marina
15043,2012-05-24,Excelsior
15044,2011-05-05,Noe Valley
15045,2017-04-01,Crocker Amazon
15046,2013-02-08,Noe Valley
15047,2014-02-14,Noe Valley
15048,2017-05-24,Noe Valley
15049,2012-10-31,Excelsior
15050,2010-08-20,Excelsior
15051,2015-10-30,Crocker Amazon
15052,2012-07-20,Excelsior
15053,2009-07-17,Crocker Amazon
15054,2010-03-19,Crocker Amazon
15055,2018-11-30,Glen Park
15056,2012-06-22,Noe Valley
15057,2016-06-01,Noe Valley
15058,2018-02-06,Noe Valley
15059,2015-06-16,Marina
15060,2011-03-28,Noe Valley
15061,2016-09-15,Noe Valley
15062,2010-02-17,Crocker Amazon
15063,2011-06-30,Excelsior
15064,2010-12-03,Noe Valley
15065,2010-02-05,Mission Terrace
15066,2014-12-19,Mission Terrace
15067,2016-12-13,Castro
15068,2018-11-06,Castro
15069,2009-04-27,Excelsior
15070,2017-12-01,Glen Park
15071,2015-08-28,Glen Park
15072,2014-10-03,Glen Park
15073,2013-11-01,Noe Valley
15074,2014-11-19,Noe Valley
15075,2010-02-26,Duboce Triangle
15076,2015-10-02,Crocker Amazon
15077,2012-06-26,Excelsior
15078,2015-11-09,Excelsior
15079,2009-02-17,Fairmount
15080,2010-04-09,Fairmount
15081,2010-10-22,Mission Terrace
15082,2010-04-08,Fairmount
15083,2012-11-15,Fairmount
15084,2015-06-19,Mission Terrace
15085,2013-12-31,Noe Valley
15086,2018-10-19,Noe Valley
15087,2012-09-26,Duboce Triangle
15088,2014-02-21,Duboce Triangle
15089,2016-04-19,Duboce Triangle
15090,2012-06-22,Pacific Heights
15091,2016-10-14,Pacific Heights
15092,2012-05-17,Glen Park
15093,2015-02-25,Glen Park
15094,2013-11-15,Noe Valley
15095,2011-10-12,Lower Pacific Heights
15096,2015-02-06,Mission Terrace
15097,2011-07-20,Noe Valley
15098,2017-03-06,Noe Valley
15099,2012-10-05,Noe Valley
15100,2014-06-13,Excelsior
15101,2014-10-29,Mission Terrace
15102,2009-09-18,Noe Valley
15103,2013-09-04,Noe Valley
15104,2016-06-29,Noe Valley
15105,2014-05-30,Excelsior
15106,2010-10-22,Glen Park
15107,2009-06-22,Noe Valley
15108,2009-07-31,Marina
15109,2011-11-22,Crocker Amazon
15110,2009-03-24,Excelsior
15111,2015-11-25,Mission Terrace
15112,2018-09-04,Mission Terrace
15113,2010-12-17,Excelsior
15114,2017-12-12,Lower Pacific Heights
15115,2015-06-16,Excelsior
15116,2018-02-20,Excelsior
15117,2009-03-17,Noe Valley
15118,2010-08-31,Noe Valley
15119,2011-06-08,Excelsior
15120,2011-02-02,Excelsior
15121,2011-08-05,Glen Park
15122,2015-06-03,Glen Park
15123,2014-11-10,Noe Valley
15124,2010-11-19,Noe Valley
15125,2012-09-11,Glen Park
15126,2011-08-16,Marina
15127,2017-05-23,Noe Valley
15128,2012-04-26,Excelsior
15129,2011-07-26,Marina
15130,2013-10-25,Marina
15131,2014-10-10,Excelsior
15132,2017-08-03,Excelsior
15133,2018-04-19,Noe Valley
15134,2015-06-29,Excelsior
15135,2012-12-13,Noe Valley
15136,2015-08-21,Excelsior
15137,2016-04-14,Mission Terrace
15138,2016-01-15,Union Street
15139,2013-03-07,Noe Valley
15140,2010-03-19,Noe Valley
15141,2015-01-13,Lower Pacific Heights
15142,2010-02-02,Excelsior
15143,2014-07-28,Noe Valley
15144,2017-05-25,Noe Valley
15145,2011-07-26,Excelsior
15146,2009-12-02,Fairmount
15147,2015-04-08,Noe Valley
15148,2014-03-13,Noe Valley
15149,2011-03-14,Excelsior
15150,2016-01-15,Mission Terrace
15151,2010-05-14,Noe Valley
15152,2012-11-21,Excelsior
15153,2011-05-04,Union Street
15154,2016-06-03,Union Street
15155,2010-02-19,Crocker Amazon
15156,2009-04-27,Noe Valley
15157,2013-11-04,Duboce Triangle
15158,2010-07-16,Excelsior
15159,2018-11-14,Excelsior
15160,2015-10-14,Noe Valley
15161,2009-05-08,Excelsior
15162,2017-10-06,Glen Park
15163,2012-10-17,Eureka Valley
15164,2015-05-29,Castro
15165,2017-10-20,Castro
15166,2014-05-21,Crocker Amazon
15167,2016-07-22,Fairmount
15168,2009-05-26,Castro
15169,2018-09-07,Fairmount
15170,2013-01-24,Fairmount
15171,2009-08-13,Castro
15172,2015-06-01,Castro
15173,2017-05-24,Castro
15174,2018-10-31,Fairmount
15175,2014-01-28,Excelsior
15176,2018-03-21,Fairmount
15177,2015-06-02,Noe Valley
